DYRK1A_N;ITSN1_N;BDNF_N;NR1_N;NR2A_N;pAKT_N;pBRAF_N;pCAMKII_N;pCREB_N;pELK_N;pERK_N;pJNK_N;PKCA_N;pMEK_N;sex;class
0.3726198;0.6216349;0.2923506;2.4706172;4.0602429;0.2718319;0.1945174;5.0390676;0.2301379;1.3120486;0.4597833;0.3542351;0.2792186;0.3067958;M;Trisomic-No_aprendizaje
0.2973499;0.4753706;0.2681539;2.0950741;3.3070819;0.2039227;0.1488247;3.2858212;0.1676898;1.0814493;0.3910765;0.267555;0.3262464;0.2145531;M;Control-Aprendizaje
0.3629147;0.555485;0.3235434;2.2525798;4.8064772;0.2193999;0.1846325;3.859184;0.1803461;1.421178;0.5883474;0.341959;0.302429;0.2513097;M;Control-Aprendizaje
0.6125448;0.8482529;0.3422645;2.3597975;3.9962958;0.2152118;0.1797753;6.3521422;0.2064452;1.5484628;0.7225583;0.3126312;0.3800469;0.262872;M;Trisomic-Aprendizaje
2.2018314;2.6026621;0.4402908;3.037572;5.931653;0.1819126;0.1771925;2.105447;0.221939;4.9426036;0.6875295;0.3053904;0.3538186;0.2658359;F;Control-Aprendizaje
1.5390476;1.6353968;0.3544444;2.4628571;4.6766667;0.215873;0.1846032;2.7566667;0.1953968;3.5314286;2.4877778;0.2926984;0.3512698;0.2671429;F;Control-Aprendizaje
0.3478097;0.4697885;0.3444109;1.9169184;2.7246979;0.3111782;0.1971299;3.1827795;0.2749245;1.4867825;0.477719;0.3138218;0.2243202;0.3440332;F;Control-Aprendizaje
0.3061107;0.5479511;0.2609633;1.9755572;2.9081237;0.1886413;0.1534148;2.6854062;0.1939612;0.9450755;0.3204889;0.2625449;0.2632638;0.2185478;F;Trisomic-No_aprendizaje
0.7431116;0.9050932;0.2646813;2.0782076;3.0144726;0.1703312;0.1458391;2.1369329;0.1700529;1.6827164;0.9467019;0.1984414;0.2639855;0.2063735;M;Trisomic-Aprendizaje
0.2904737;0.5187402;0.3820927;2.4161895;4.2795419;0.3261322;0.2418011;3.5624675;0.2457054;1.61114;0.3115565;0.4031754;0.372202;0.3878188;M;Trisomic-No_aprendizaje
0.2704817;0.4472348;0.2818718;2.4859339;4.3415672;0.2562097;0.1804584;6.6512968;0.2155894;1.175518;0.3902841;0.3904213;0.3024564;0.2942226;M;Control-No_aprendizaje
0.3531945;0.5448672;0.3392678;2.3095477;4.2321608;0.2333094;0.1730079;2.8834171;0.182771;1.2198134;0.3997129;0.3226131;0.3731515;0.2667624;F;Control-Aprendizaje
0.3234672;0.4784355;0.3167019;2.5589852;3.7150106;0.2454545;0.2019027;5.2541226;0.2412262;1.3680761;0.4086681;0.3414376;0.3272727;0.2813953;M;Control-No_aprendizaje
0.3951555;0.5618618;0.2704821;1.9126098;3.2811684;0.2690572;0.1928283;2.4946569;0.1994776;1.3569223;0.5545001;0.3322251;0.2904298;0.2906673;F;Trisomic-Aprendizaje
0.5432255;0.7577679;0.2940182;2.0141619;3.1344325;0.2117945;0.1707884;1.8598605;0.2037624;1.5246248;0.7250053;0.2777425;0.2809131;0.2487846;M;Trisomic-Aprendizaje
0.1806283;0.2753054;0.2159686;1.5545375;2.138089;0.1854276;0.1444154;2.2316754;0.1509599;0.9245201;0.215096;0.2229494;0.2198953;0.2168412;F;Control-No_aprendizaje
0.6327057;0.6775858;0.296879;1.6966727;2.5731235;0.1939644;0.1761671;1.917204;0.1795202;1.5671911;0.8877998;0.2623162;0.2305907;0.2496776;M;Trisomic-Aprendizaje
0.5211268;0.5830454;0.3042785;2.0534148;3.3813447;0.2516609;0.1894765;1.8009567;0.1780494;1.5176721;0.7339888;0.3175658;0.3276641;0.29232;M;Control-Aprendizaje
0.5293931;0.77415;0.3836988;2.7368128;5.0124722;0.2175882;0.1761996;3.2147283;0.2423737;1.4455831;0.6610264;0.3081506;0.4273912;0.2882904;F;Control-Aprendizaje
0.3858774;0.6125476;0.3908649;2.8589054;5.3723586;0.2505578;0.1942512;7.0215251;0.2374327;1.4931093;0.3745898;0.3495209;0.3962462;0.3289146;F;Trisomic-No_aprendizaje
0.2669919;0.384065;0.3196748;2.0949594;2.8744715;0.2520325;0.1931707;2.784065;0.1886179;1.284878;0.3443902;0.295935;0.2926829;0.2871545;F;Control-No_aprendizaje
0.5606144;0.763028;0.4029622;2.9335162;6.3172792;0.1923204;0.1676358;1.8924849;0.1983544;1.7304443;0.8324739;0.3332968;0.3243006;0.2450905;M;Control-Aprendizaje
0.5280702;0.6541667;0.3129386;2.1298246;3.5010965;0.2635965;0.1975877;4.6539474;0.2114035;1.4870614;0.7462719;0.3252193;0.3210526;0.3037281;M;Control-Aprendizaje
0.2365232;0.3715002;0.3470539;2.1796908;3.9149603;0.2551191;0.1884664;4.7569996;0.1890932;1.0810698;0.3083995;0.3209361;0.3777685;0.2854158;F;Control-No_aprendizaje
0.3064259;0.4020181;0.3143919;2.2365905;3.2804036;0.2543813;0.1938396;3.2121614;0.1895911;1.3045672;0.3181094;0.3016463;0.3019118;0.2817313;F;Control-No_aprendizaje
0.5103858;0.6782888;0.3203511;2.4088773;5.2219337;0.1772997;0.1458952;2.3031652;0.1701286;1.7113007;0.7647132;0.2753462;0.273368;0.2108061;F;Control-Aprendizaje
0.4705321;0.8193749;0.3415653;2.437843;3.8682892;0.2094965;0.1651157;2.3156765;0.2055595;1.3864233;0.5857791;0.3333333;0.3315438;0.2572178;F;Trisomic-Aprendizaje
0.3994145;0.496445;0.3688833;2.1166876;2.8017566;0.3140945;0.2300293;3.5257215;0.2910916;1.6432455;0.5637808;0.3513174;0.3015475;0.3567545;F;Control-Aprendizaje
0.6877789;0.9421333;0.3116453;2.2870304;3.6068807;0.2236937;0.1707212;5.4160069;0.21189;1.6458903;0.9042752;0.3012811;0.3936951;0.2416871;M;Trisomic-Aprendizaje
0.3815201;0.5803941;0.3237291;2.4051995;4.5669813;0.2164266;0.1725451;2.1515152;0.2031793;1.3777115;0.6511012;0.3222388;0.284153;0.2361318;M;Control-Aprendizaje
0.2906714;0.4725924;0.2993462;2.2476741;3.9107367;0.148353;0.1208197;3.2525773;0.1590395;0.9179029;0.4204174;0.2246668;0.3261252;0.172869;F;Control-Aprendizaje
0.2452222;0.4608117;0.4172214;2.5522869;4.2690573;0.2647627;0.1969079;3.2920335;0.2349152;1.2379214;0.3268198;0.341851;0.2909598;0.3102856;F;Control-No_aprendizaje
